lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847804784784278482093,2023,Bunting-Aho-Jarvis,CAR,line,5on5,3,1424.0,6.0,0.39,0.51,0.5,12.52,0.6,0.73,3.5,0.45,7.16,5.56,0.6,0.6,0.6,16.0,2.0,6.0,24.0,1.0,1.0,0.0,1.0,0.0,5.0,10.0,15.0,17.0,3.0,6.0,15.0,7.0,2.0,5.0,16.0,2.0,0.0,0.42,0.18,0.0,1.0,0.0,0.0,24.2,18.0,17.98,3.0,0.15,0.01,0.01,0.74,0.73,0.73,13.34,0.95,0.78,3.52,0.45,7.12,5.19,0.91,0.9,0.87,10.0,8.0,5.0,23.0,0.0,2.0,0.0,0.0,0.0,7.0,9.0,10.0,18.0,3.0,6.0,14.0,11.0,0.0,6.0,14.0,3.0,1.0,0.37,0.32,0.25,0.0,0.0,0.0,22.13,18.0,17.48,5.0,0.16,0.38,0.38,0.73,0.7,0.7
84751778478416,2023,De Haan-Cernak,TBL,pairing,5on5,3,1747.0,9.0,0.2,0.45,0.4,8.52,0.34,0.49,2.39,0.27,4.99,3.52,0.34,0.34,0.34,7.0,5.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,12.0,2.0,4.0,12.0,10.0,2.0,0.0,11.0,1.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,24.15,12.0,12.01,0.0,0.1,0.0,0.0,0.44,0.44,0.44,13.53,1.42,0.9,3.35,0.44,6.79,5.1,1.35,1.41,1.34,14.0,4.0,11.0,29.0,2.0,3.0,1.0,2.0,0.0,5.0,6.0,12.0,16.0,1.0,0.0,14.0,18.0,2.0,1.0,11.0,5.0,2.0,0.22,0.58,0.62,0.0,1.0,1.0,29.21,18.0,18.43,0.0,0.19,0.71,0.71,0.89,0.88,0.87
84780138481542,2023,Walman-Seider,DET,pairing,5on5,3,2396.0,5.0,0.6,0.46,0.55,21.86,1.5,1.47,5.72,0.8,12.03,8.48,1.48,1.53,1.51,22.0,8.0,9.0,39.0,2.0,1.0,0.0,2.0,0.0,9.0,16.0,20.0,28.0,2.0,4.0,21.0,11.0,6.0,6.0,21.0,9.0,0.0,0.57,0.93,0.0,1.0,1.0,0.0,40.02,30.0,30.84,1.0,0.3,0.1,0.1,1.71,1.74,1.72,17.55,0.99,1.19,4.51,0.63,10.25,7.42,0.98,0.98,0.97,13.0,12.0,20.0,45.0,1.0,3.0,0.0,1.0,0.0,11.0,9.0,12.0,24.0,2.0,4.0,14.0,8.0,1.0,7.0,23.0,2.0,0.0,0.71,0.28,0.0,0.0,1.0,0.0,44.56,25.0,24.48,6.0,0.25,0.23,0.23,1.02,1.01,1.0
847653984779648478403,2023,Barbashev-Eichel-Marchessault,VGK,line,5on5,4,2538.0,4.0,0.7,0.58,0.63,31.05,3.27,2.04,7.5,1.16,17.21,12.82,3.06,3.41,3.2,35.0,9.0,12.0,56.0,2.0,6.0,0.0,3.0,0.0,24.0,9.0,33.0,42.0,4.0,8.0,23.0,17.0,8.0,7.0,28.0,12.0,4.0,0.7,1.48,1.09,1.0,1.0,0.0,58.96,44.0,46.03,3.0,0.43,1.47,1.47,2.23,2.32,2.26,18.57,1.39,1.39,4.58,0.64,10.27,7.73,1.35,1.37,1.33,21.0,5.0,15.0,41.0,1.0,1.0,0.0,1.0,0.0,14.0,9.0,20.0,25.0,4.0,11.0,32.0,16.0,6.0,5.0,19.0,6.0,1.0,0.5,0.66,0.23,0.0,1.0,0.0,40.59,26.0,25.63,3.0,0.29,0.01,0.01,1.67,1.64,1.6
847518484764598481554,2023,Kreider-Zibanejad-Kakko,NYR,line,5on5,3,1916.0,7.0,0.7,0.62,0.66,20.08,1.86,1.38,4.95,0.65,10.84,7.33,1.79,1.86,1.8,18.0,9.0,7.0,34.0,1.0,1.0,0.0,1.0,0.0,13.0,11.0,17.0,26.0,1.0,2.0,28.0,6.0,3.0,6.0,19.0,7.0,1.0,0.67,0.89,0.29,1.0,0.0,0.0,33.81,27.0,27.17,0.0,0.29,0.29,0.29,1.86,1.88,1.81,10.43,0.8,0.66,2.76,0.32,5.51,3.94,0.79,0.78,0.77,11.0,3.0,7.0,21.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,10.0,13.0,3.0,6.0,19.0,7.0,3.0,4.0,11.0,1.0,2.0,0.27,0.1,0.44,0.0,1.0,0.0,20.34,14.0,13.62,2.0,0.14,0.23,0.23,0.71,0.69,0.68
847350484747098475231,2023,Martin-Cizikas-Clutterbuck,NYI,line,5on5,2,852.0,8.0,0.46,0.35,0.38,3.82,0.3,0.16,1.03,0.12,1.95,1.45,0.3,0.3,0.3,4.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,9.0,14.0,4.0,1.0,4.0,0.0,1.0,0.05,0.0,0.25,0.0,0.0,1.0,7.17,5.0,5.2,1.0,0.03,0.0,0.0,0.33,0.33,0.33,5.9,0.34,0.35,1.35,0.18,3.24,2.53,0.34,0.36,0.36,4.0,4.0,5.0,13.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,0.0,0.13,0.22,0.0,0.0,1.0,0.0,13.07,8.0,7.98,1.0,0.07,0.13,0.13,0.28,0.29,0.29
847464184788738481533,2023,Henrique-Zegras-Terry,ANA,line,5on5,2,855.0,5.0,0.25,0.35,0.43,4.25,0.19,0.25,1.0,0.13,2.54,1.89,0.19,0.19,0.19,4.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,6.0,4.0,8.0,9.0,3.0,2.0,2.0,6.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,8.14,6.0,6.01,1.0,0.05,0.0,0.0,0.24,0.24,0.24,5.83,0.56,0.39,1.83,0.18,2.97,2.07,0.53,0.54,0.51,6.0,2.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,8.0,3.0,6.0,6.0,6.0,3.0,0.0,6.0,1.0,1.0,0.18,0.1,0.28,0.0,0.0,0.0,14.95,8.0,7.95,0.0,0.08,0.28,0.28,0.36,0.35,0.35
84768798477498,2023,Nurse-Ceci,EDM,pairing,5on5,3,2103.0,6.0,0.65,0.63,0.59,23.34,2.28,1.84,5.65,0.87,12.33,9.04,2.13,2.22,2.08,19.0,13.0,15.0,47.0,1.0,4.0,1.0,1.0,0.0,19.0,7.0,18.0,31.0,4.0,11.0,16.0,17.0,5.0,8.0,22.0,7.0,3.0,0.63,0.91,0.75,0.0,0.0,1.0,46.54,32.0,31.45,6.0,0.39,0.8,0.8,1.87,1.83,1.8,16.45,1.24,1.1,4.21,0.52,8.85,6.07,1.23,1.21,1.19,16.0,6.0,6.0,28.0,1.0,2.0,0.0,2.0,1.0,11.0,5.0,15.0,21.0,5.0,13.0,15.0,15.0,3.0,13.0,17.0,5.0,0.0,0.58,0.66,0.0,0.0,1.0,0.0,26.19,22.0,20.81,9.0,0.23,0.32,0.32,1.16,1.12,1.11
847851984795918479661,2023,Jeannot-Cirelli-Eyssimont,TBL,line,5on5,2,930.0,7.0,0.78,0.59,0.56,10.74,0.69,0.83,2.72,0.34,5.36,4.05,0.68,0.73,0.7,8.0,6.0,8.0,22.0,2.0,2.0,0.0,1.0,1.0,5.0,3.0,6.0,12.0,1.0,2.0,9.0,10.0,1.0,1.0,11.0,3.0,0.0,0.32,0.38,0.0,0.0,2.0,0.0,22.0,14.0,14.08,1.0,0.17,0.11,0.11,0.75,0.78,0.76,7.82,0.2,0.38,2.23,0.26,4.26,3.66,0.2,0.2,0.2,11.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,11.0,11.0,1.0,2.0,7.0,6.0,1.0,0.0,11.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,15.31,11.0,11.26,0.0,0.08,0.0,0.0,0.28,0.27,0.27
847403484795208480980,2023,Maroon-Dewar-Duhaime,MIN,line,5on5,3,1149.0,9.0,0.15,0.38,0.25,4.55,0.25,0.3,0.98,0.13,2.86,1.47,0.25,0.27,0.27,5.0,1.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,6.0,2.0,4.0,8.0,10.0,3.0,3.0,5.0,1.0,0.0,0.17,0.08,0.0,0.0,0.0,0.0,16.55,6.0,6.41,1.0,0.06,0.0,0.0,0.31,0.33,0.33,13.6,1.44,1.07,3.2,0.44,7.05,4.81,1.36,1.45,1.38,16.0,2.0,6.0,24.0,1.0,2.0,0.0,0.0,0.0,9.0,6.0,15.0,17.0,0.0,0.0,6.0,9.0,3.0,9.0,12.0,4.0,2.0,0.31,0.45,0.67,1.0,0.0,0.0,23.93,18.0,17.89,4.0,0.22,0.54,0.54,1.12,1.11,1.04
847578684764548477934,2023,Hyman-Nugent-Hopkins-Draisaitl,EDM,line,5on5,3,908.0,13.0,0.79,0.55,0.58,11.91,1.8,1.08,2.96,0.4,4.38,3.37,1.63,1.8,1.62,9.0,5.0,3.0,17.0,2.0,5.0,2.0,0.0,0.0,4.0,3.0,7.0,12.0,0.0,0.0,8.0,7.0,2.0,4.0,5.0,6.0,3.0,0.23,0.84,0.73,0.0,0.0,2.0,16.89,14.0,14.05,2.0,0.24,0.99,0.99,1.05,1.04,1.01,6.96,0.49,0.45,1.75,0.23,4.07,3.01,0.49,0.51,0.5,7.0,3.0,4.0,14.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0,9.0,3.0,6.0,7.0,8.0,2.0,8.0,8.0,2.0,0.0,0.28,0.21,0.0,0.0,1.0,0.0,14.75,10.0,10.42,6.0,0.09,0.12,0.12,0.46,0.48,0.47
84768698477488,2023,Skjei-Pesce,CAR,pairing,5on5,4,3392.0,5.0,0.52,0.63,0.63,35.73,2.46,2.23,10.15,1.33,20.13,14.7,2.4,2.5,2.44,35.0,16.0,23.0,74.0,6.0,1.0,0.0,2.0,0.0,25.0,17.0,29.0,45.0,10.0,20.0,30.0,16.0,5.0,5.0,38.0,13.0,0.0,0.93,1.52,0.0,5.0,1.0,0.0,75.15,51.0,52.38,3.0,0.46,0.1,0.1,2.82,2.88,2.82,22.11,2.27,1.37,5.75,0.8,11.3,8.51,2.01,2.29,2.03,22.0,8.0,14.0,44.0,1.0,4.0,0.0,0.0,0.0,10.0,15.0,21.0,29.0,10.0,20.0,32.0,16.0,4.0,6.0,23.0,3.0,4.0,0.65,0.4,1.22,1.0,0.0,0.0,45.46,30.0,30.66,6.0,0.29,0.81,0.81,1.75,1.76,1.73
847639284788918480113,2023,Iafallo-Lowry-Appleton,WPG,line,5on5,3,1313.0,8.0,0.35,0.48,0.56,9.2,0.65,0.62,2.23,0.34,6.0,4.15,0.64,0.66,0.64,10.0,4.0,2.0,16.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,9.0,13.0,1.0,2.0,16.0,8.0,2.0,1.0,12.0,2.0,0.0,0.43,0.23,0.0,1.0,0.0,0.0,15.95,14.0,14.05,1.0,0.13,0.14,0.14,0.64,0.64,0.63,8.43,1.2,0.59,1.76,0.27,4.09,3.08,1.12,1.27,1.17,8.0,3.0,6.0,17.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,7.0,10.0,1.0,2.0,17.0,8.0,0.0,1.0,6.0,2.0,3.0,0.17,0.23,0.8,0.0,0.0,1.0,17.67,11.0,11.41,1.0,0.13,0.36,0.36,0.97,1.0,1.0
847353384758558476921,2023,Martinook-Staal-Fast,CAR,line,5on5,4,2274.0,6.0,0.61,0.73,0.69,24.03,1.71,1.48,6.42,0.94,14.06,10.4,1.67,1.68,1.64,21.0,14.0,24.0,59.0,2.0,0.0,0.0,1.0,0.0,25.0,7.0,19.0,33.0,8.0,16.0,32.0,9.0,3.0,4.0,27.0,8.0,0.0,0.72,0.99,0.0,1.0,1.0,0.0,58.82,35.0,35.14,1.0,0.31,0.0,0.0,2.01,1.99,1.94,11.09,1.07,0.8,2.56,0.41,6.43,4.72,1.07,1.06,1.06,9.0,7.0,6.0,22.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,9.0,16.0,8.0,14.0,24.0,19.0,2.0,8.0,13.0,2.0,1.0,0.45,0.34,0.28,0.0,0.0,0.0,22.25,16.0,16.15,8.0,0.17,0.01,0.01,1.24,1.22,1.22
84793988481524,2023,Girard-Byram,COL,pairing,5on5,3,2065.0,6.0,0.64,0.61,0.63,24.45,2.02,1.49,6.26,0.88,12.86,9.48,1.96,2.17,2.1,24.0,9.0,13.0,46.0,1.0,4.0,0.0,2.0,0.0,14.0,12.0,23.0,32.0,2.0,4.0,27.0,15.0,3.0,1.0,27.0,3.0,3.0,0.75,0.45,0.83,1.0,0.0,0.0,48.2,33.0,34.6,0.0,0.31,0.57,0.57,1.76,1.88,1.84,14.32,1.15,0.93,3.22,0.4,7.56,5.74,1.14,1.1,1.09,17.0,2.0,10.0,29.0,2.0,0.0,0.0,0.0,0.0,11.0,6.0,15.0,17.0,3.0,6.0,12.0,19.0,3.0,2.0,14.0,3.0,2.0,0.33,0.4,0.42,1.0,1.0,0.0,27.72,19.0,18.37,2.0,0.2,0.0,0.0,1.34,1.28,1.27
847698184800188481540,2023,Caufield-Suzuki-Anderson,MTL,line,5on5,3,1317.0,9.0,0.32,0.46,0.44,8.01,0.42,0.45,1.98,0.23,4.47,3.45,0.42,0.45,0.45,9.0,2.0,8.0,19.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,9.0,11.0,6.0,12.0,11.0,8.0,1.0,6.0,9.0,2.0,0.0,0.24,0.17,0.0,0.0,0.0,0.0,20.17,11.0,11.79,5.0,0.09,0.0,0.0,0.51,0.55,0.55,10.45,0.9,0.73,2.39,0.3,5.79,3.89,0.89,0.89,0.88,10.0,4.0,8.0,22.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,14.0,6.0,12.0,6.0,13.0,3.0,4.0,11.0,2.0,1.0,0.38,0.26,0.27,0.0,0.0,0.0,21.53,14.0,13.76,1.0,0.15,0.0,0.0,1.05,1.04,1.02
84768798476967,2023,Kulak-Ceci,EDM,pairing,5on5,3,849.0,20.0,0.23,0.57,0.62,4.87,0.23,0.35,1.21,0.22,3.43,2.56,0.23,0.23,0.23,2.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,8.0,2.0,4.0,11.0,4.0,0.0,1.0,8.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,7.37,8.0,7.73,1.0,0.07,0.01,0.01,0.29,0.29,0.29,3.88,0.79,0.22,0.97,0.12,1.68,1.22,0.64,0.81,0.66,4.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,5.0,9.0,0.0,0.0,3.0,0.0,2.0,0.06,0.0,0.72,0.0,0.0,1.0,6.46,5.0,5.25,0.0,0.05,0.72,0.72,0.11,0.11,0.11
847591384769058481032,2023,Cotter-Stephenson-Stone,VGK,line,5on5,4,1838.0,14.0,0.18,0.32,0.24,6.79,0.36,0.45,1.65,0.22,4.25,3.06,0.34,0.37,0.35,7.0,3.0,11.0,21.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,9.0,1.0,2.0,19.0,13.0,4.0,1.0,9.0,1.0,0.0,0.26,0.1,0.0,1.0,0.0,0.0,22.74,10.0,10.52,0.0,0.09,0.0,0.0,0.45,0.47,0.44,23.74,1.65,1.47,6.54,0.78,12.44,9.11,1.59,1.63,1.57,19.0,13.0,12.0,44.0,2.0,3.0,0.0,2.0,0.0,13.0,12.0,17.0,30.0,0.0,0.0,17.0,10.0,4.0,4.0,25.0,6.0,1.0,0.72,0.71,0.21,2.0,0.0,0.0,43.65,32.0,31.71,2.0,0.31,0.38,0.38,1.57,1.56,1.53
84769888481812,2023,Knyzhov-Benning,SJS,pairing,5on5,2,659.0,8.0,0.1,0.33,0.33,3.57,0.05,0.13,1.0,0.11,2.2,1.5,0.05,0.04,0.04,2.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6.95,5.0,4.96,0.0,0.03,0.0,0.0,0.07,0.07,0.07,7.44,0.43,0.44,2.04,0.23,3.94,2.92,0.43,0.48,0.47,6.0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,10.0,0.0,0.0,3.0,4.0,3.0,1.0,8.0,2.0,0.0,0.18,0.25,0.0,0.0,0.0,0.0,14.8,10.0,10.44,0.0,0.09,0.0,0.0,0.52,0.57,0.57
84706138476958,2023,Slavin-Burns,CAR,pairing,5on5,4,3065.0,7.0,0.46,0.61,0.55,33.66,2.11,2.05,9.01,1.19,18.52,14.12,2.03,2.09,2.02,26.0,21.0,21.0,68.0,2.0,4.0,0.0,2.0,0.0,26.0,13.0,24.0,45.0,2.0,4.0,36.0,8.0,5.0,7.0,40.0,6.0,1.0,1.14,0.69,0.28,2.0,0.0,0.0,66.89,47.0,46.72,3.0,0.42,0.25,0.25,2.28,2.28,2.23,28.18,2.49,1.72,7.1,0.94,14.8,10.97,2.44,2.42,2.37,24.0,14.0,6.0,44.0,3.0,3.0,0.0,4.0,0.0,13.0,15.0,21.0,35.0,8.0,16.0,28.0,20.0,3.0,9.0,26.0,11.0,1.0,0.69,1.55,0.25,3.0,0.0,0.0,42.75,38.0,37.06,9.0,0.36,0.56,0.56,2.29,2.24,2.23
84784088479976,2023,Valimaki-Dermott,ARI,pairing,5on5,3,762.0,14.0,0.9,0.82,0.8,9.31,1.26,0.62,2.33,0.31,4.22,3.25,1.13,1.3,1.17,12.0,0.0,2.0,14.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,12.0,12.0,1.0,2.0,7.0,5.0,0.0,0.0,6.0,4.0,2.0,0.21,0.48,0.57,0.0,0.0,0.0,14.5,12.0,12.29,0.0,0.13,0.74,0.74,0.66,0.69,0.69,2.44,0.14,0.11,0.68,0.07,1.0,0.99,0.14,0.14,0.14,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,0.06,0.09,0.0,0.0,0.0,0.0,2.97,3.0,2.99,0.0,0.02,0.0,0.0,0.17,0.16,0.16
84769028480878,2023,Lindell-Lundkvist,DAL,pairing,5on5,2,1522.0,4.0,0.37,0.51,0.48,10.28,0.69,0.81,2.28,0.36,6.38,4.48,0.68,0.71,0.7,7.0,8.0,10.0,25.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,7.0,15.0,4.0,8.0,15.0,7.0,2.0,5.0,14.0,0.0,1.0,0.46,0.0,0.23,0.0,0.0,0.0,25.35,15.0,15.12,2.0,0.17,0.0,0.0,0.85,0.88,0.87,10.82,1.15,0.67,2.54,0.36,6.46,4.81,1.11,1.14,1.09,10.0,6.0,8.0,24.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,9.0,15.0,1.0,2.0,10.0,18.0,2.0,6.0,14.0,0.0,2.0,0.57,0.0,0.58,1.0,0.0,0.0,23.51,16.0,15.67,2.0,0.14,0.35,0.35,0.94,0.94,0.9
847516984770158478402,2023,Kane-Mcdavid-Brown,EDM,line,5on5,3,906.0,16.0,0.38,0.77,0.68,9.17,0.69,0.6,2.4,0.34,4.84,4.12,0.68,0.69,0.68,11.0,2.0,10.0,23.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,11.0,13.0,0.0,0.0,4.0,8.0,2.0,3.0,11.0,1.0,1.0,0.33,0.16,0.21,0.0,0.0,0.0,22.21,13.0,12.59,1.0,0.12,0.16,0.16,0.66,0.64,0.63,5.0,1.13,0.3,1.16,0.17,1.71,1.54,0.99,1.18,1.03,6.0,0.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,4.0,7.0,10.0,0.0,5.0,3.0,0.0,3.0,0.1,0.0,1.03,1.0,0.0,2.0,7.46,6.0,6.33,3.0,0.06,0.72,0.72,0.47,0.5,0.5
847841484800028482110,2023,Mercer-Hischier-Meier,NJD,line,5on5,2,1151.0,3.0,0.36,0.42,0.41,11.4,0.88,0.82,3.31,0.41,5.76,3.81,0.86,0.84,0.82,9.0,6.0,4.0,19.0,0.0,3.0,0.0,0.0,0.0,5.0,7.0,9.0,15.0,1.0,2.0,11.0,9.0,3.0,4.0,10.0,5.0,0.0,0.19,0.7,0.0,0.0,0.0,0.0,18.49,15.0,14.59,3.0,0.17,0.3,0.3,0.75,0.72,0.71,16.02,1.6,0.97,4.54,0.6,8.14,6.16,1.45,1.62,1.48,18.0,4.0,4.0,26.0,0.0,5.0,0.0,0.0,0.0,9.0,8.0,18.0,22.0,2.0,4.0,17.0,9.0,0.0,2.0,16.0,3.0,3.0,0.34,0.37,0.89,0.0,0.0,0.0,26.23,22.0,22.08,1.0,0.2,1.07,1.07,0.72,0.74,0.74
847740984793148480185,2023,Tkachuk-Luostarinen-Verhaeghe,FLA,line,5on5,3,714.0,28.0,0.37,0.46,0.44,5.4,0.46,0.39,1.06,0.15,2.83,2.11,0.45,0.5,0.5,4.0,3.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,2.0,4.0,8.0,9.0,1.0,2.0,5.0,2.0,0.0,0.22,0.23,0.0,1.0,1.0,0.0,13.26,7.0,7.76,1.0,0.08,0.0,0.0,0.54,0.59,0.59,6.46,0.77,0.44,1.61,0.2,3.53,2.45,0.74,0.7,0.68,7.0,2.0,5.0,14.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,6.0,8.0,4.0,8.0,7.0,9.0,0.0,2.0,7.0,1.0,1.0,0.27,0.09,0.41,0.0,0.0,1.0,12.41,9.0,8.07,2.0,0.09,0.41,0.41,0.46,0.42,0.4
847813384810588481093,2023,Harvey-Pinard-Evans-Ylnen,MTL,line,5on5,3,674.0,20.0,0.51,0.5,0.43,4.47,0.47,0.34,1.13,0.13,2.33,1.6,0.47,0.49,0.49,5.0,1.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0,9.0,8.0,6.0,1.0,3.0,3.0,3.0,0.0,0.1,0.37,0.0,1.0,1.0,0.0,10.64,6.0,6.37,3.0,0.07,0.0,0.0,0.54,0.57,0.57,5.22,0.45,0.35,1.51,0.25,3.21,2.22,0.43,0.42,0.4,8.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,8.0,8.0,2.0,7.0,6.0,3.0,2.0,4.0,5.0,3.0,0.0,0.09,0.36,0.0,0.0,0.0,0.0,9.28,8.0,7.5,3.0,0.07,0.06,0.06,0.47,0.44,0.42
847688184774078480821,2023,Duclair-Hertl-Zadina,SJS,line,5on5,3,1038.0,17.0,0.29,0.4,0.29,5.53,0.31,0.3,1.55,0.19,3.35,2.3,0.31,0.31,0.31,2.0,6.0,9.0,17.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,8.0,4.0,8.0,12.0,6.0,0.0,3.0,7.0,1.0,0.0,0.19,0.12,0.0,0.0,0.0,0.0,17.22,8.0,8.24,1.0,0.06,0.02,0.02,0.35,0.35,0.35,14.88,0.78,0.91,3.98,0.48,7.85,6.0,0.76,0.8,0.79,15.0,5.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,14.0,19.0,0.0,0.0,9.0,4.0,4.0,2.0,16.0,4.0,0.0,0.34,0.44,0.0,1.0,0.0,0.0,26.61,20.0,20.2,1.0,0.18,0.0,0.0,0.96,0.99,0.98
84763318477504,2023,Morrissey-Demelo,WPG,pairing,5on5,3,2281.0,3.0,0.55,0.61,0.62,23.2,1.62,1.44,6.93,0.82,13.28,8.92,1.55,1.62,1.55,24.0,9.0,9.0,42.0,4.0,2.0,0.0,1.0,0.0,16.0,10.0,20.0,29.0,4.0,8.0,26.0,12.0,6.0,7.0,29.0,3.0,1.0,0.94,0.37,0.31,3.0,1.0,0.0,41.97,33.0,32.83,6.0,0.3,0.5,0.5,1.41,1.41,1.36,15.07,1.32,0.93,3.7,0.48,7.51,6.06,1.24,1.4,1.31,14.0,6.0,7.0,27.0,1.0,1.0,1.0,0.0,0.0,11.0,7.0,13.0,19.0,5.0,10.0,35.0,10.0,3.0,11.0,16.0,2.0,2.0,0.51,0.22,0.59,0.0,0.0,1.0,28.01,20.0,20.62,9.0,0.19,0.36,0.36,1.15,1.2,1.2
