lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84757648482142,2023,Fowler-Drysdale,ANA,pairing,5on5,2,1693.0,2.0,0.59,0.4,0.45,14.36,1.21,0.89,3.78,0.47,7.95,5.68,1.18,1.21,1.17,10.0,10.0,5.0,25.0,3.0,1.0,0.0,0.0,0.0,8.0,8.0,7.0,17.0,3.0,6.0,17.0,8.0,2.0,3.0,13.0,6.0,1.0,0.31,0.66,0.25,2.0,1.0,0.0,25.17,20.0,19.94,1.0,0.19,0.25,0.25,1.15,1.16,1.14,15.98,0.83,0.9,4.26,0.61,9.89,7.5,0.8,0.83,0.79,16.0,8.0,13.0,37.0,1.0,0.0,0.0,3.0,0.0,15.0,5.0,15.0,23.0,3.0,6.0,15.0,10.0,4.0,2.0,22.0,2.0,0.0,0.63,0.2,0.0,1.0,0.0,0.0,36.0,24.0,23.72,1.0,0.18,0.0,0.0,1.01,1.01,0.97
84716868480336,2023,Staal-Walker,PHI,pairing,5on5,3,1877.0,8.0,0.6,0.46,0.47,18.11,2.02,1.32,4.56,0.63,9.51,6.97,1.91,2.07,1.96,19.0,6.0,7.0,32.0,0.0,3.0,0.0,1.0,1.0,10.0,10.0,19.0,25.0,3.0,6.0,15.0,6.0,1.0,6.0,16.0,8.0,1.0,0.6,1.06,0.36,0.0,0.0,0.0,34.12,25.0,26.39,2.0,0.28,0.57,0.74,1.56,1.62,1.56,20.76,1.34,1.21,5.95,0.72,10.78,8.01,1.28,1.31,1.24,22.0,6.0,10.0,38.0,1.0,2.0,1.0,1.0,0.0,17.0,7.0,21.0,27.0,4.0,8.0,17.0,10.0,4.0,9.0,24.0,1.0,3.0,0.57,0.09,0.68,0.0,0.0,1.0,36.38,28.0,27.05,6.0,0.25,0.45,0.45,1.14,1.11,1.1
84740138479425,2023,Cole-Hronek,VAN,pairing,5on5,3,616.0,16.0,0.42,0.53,0.55,4.14,0.2,0.23,1.15,0.14,2.48,1.8,0.2,0.21,0.21,5.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,2.0,4.0,5.0,3.0,0.0,4.0,5.0,1.0,0.0,0.11,0.09,0.0,0.0,1.0,0.0,9.65,6.0,6.37,3.0,0.05,0.0,0.0,0.24,0.26,0.26,3.68,0.27,0.25,0.88,0.13,2.02,1.45,0.26,0.26,0.25,2.0,3.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,2.0,0.0,0.08,0.19,0.0,0.0,0.0,0.0,7.41,5.0,4.75,1.0,0.05,0.11,0.11,0.21,0.2,0.2
847692584785088480748,2023,Sherwood-Sissons-Trenin,NSH,line,5on5,4,1132.0,39.0,0.52,0.58,0.62,16.09,1.11,0.89,4.46,0.58,7.94,6.02,1.08,1.13,1.09,14.0,7.0,4.0,25.0,1.0,1.0,0.0,0.0,1.0,10.0,8.0,13.0,20.0,3.0,4.0,11.0,11.0,2.0,2.0,16.0,4.0,1.0,0.41,0.48,0.22,0.0,1.0,0.0,25.0,21.0,21.05,0.0,0.19,0.13,0.13,1.17,1.18,1.14,9.63,1.04,0.71,2.22,0.34,4.99,3.7,1.04,1.04,1.03,9.0,4.0,5.0,18.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,9.0,13.0,1.0,2.0,11.0,9.0,3.0,3.0,8.0,4.0,1.0,0.2,0.53,0.31,0.0,0.0,0.0,17.99,13.0,13.02,2.0,0.15,0.0,0.0,1.19,1.19,1.18
847400984757528476624,2023,Goodrow-Bonino-Pitlick,NYR,line,5on5,2,862.0,8.0,0.22,0.26,0.25,4.04,0.33,0.33,1.16,0.14,1.74,1.31,0.33,0.37,0.37,4.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,2.0,2.0,8.0,7.0,1.0,1.0,3.0,2.0,0.0,0.06,0.27,0.0,0.0,0.0,0.0,10.25,5.0,5.48,1.0,0.07,0.16,0.16,0.24,0.26,0.26,11.18,1.17,0.71,2.74,0.36,5.77,4.25,1.1,1.19,1.11,10.0,5.0,10.0,25.0,0.0,2.0,0.0,0.0,0.0,10.0,3.0,10.0,15.0,0.0,0.0,4.0,4.0,0.0,3.0,11.0,3.0,1.0,0.28,0.38,0.51,0.0,0.0,0.0,24.38,15.0,14.71,1.0,0.15,0.63,0.63,0.69,0.68,0.67
84794258480800,2023,Hughes-Hronek,VAN,pairing,5on5,3,2267.0,3.0,0.45,0.45,0.4,15.69,1.85,0.95,3.86,0.54,7.93,5.86,1.68,1.88,1.7,15.0,6.0,8.0,29.0,3.0,4.0,1.0,0.0,0.0,7.0,7.0,12.0,18.0,4.0,11.0,17.0,16.0,1.0,10.0,15.0,3.0,3.0,0.48,0.34,1.03,1.0,0.0,2.0,29.36,21.0,21.03,9.0,0.2,0.96,0.96,1.08,1.1,1.08,22.64,2.22,1.67,5.29,0.75,11.77,9.29,2.16,2.14,2.09,26.0,5.0,5.0,36.0,0.0,3.0,0.0,0.0,0.0,12.0,16.0,26.0,31.0,5.0,13.0,19.0,17.0,0.0,3.0,24.0,3.0,4.0,0.78,0.33,1.11,0.0,0.0,0.0,35.03,31.0,30.42,1.0,0.35,0.76,0.76,1.81,1.75,1.73
847415084763998482679,2023,Coleman-Backlund-Coronato,CGY,line,5on5,2,1265.0,5.0,0.64,0.62,0.59,12.86,0.97,0.88,3.35,0.52,7.7,5.58,0.96,1.03,1.02,16.0,3.0,9.0,28.0,0.0,2.0,0.0,2.0,0.0,7.0,8.0,16.0,19.0,0.0,0.0,10.0,6.0,2.0,2.0,15.0,3.0,1.0,0.3,0.43,0.24,0.0,0.0,0.0,29.1,19.0,19.85,1.0,0.18,0.25,0.25,0.9,0.95,0.94,9.14,0.54,0.58,2.33,0.32,5.5,3.74,0.54,0.53,0.53,11.0,2.0,4.0,17.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,9.0,11.0,3.0,4.0,8.0,4.0,4.0,3.0,11.0,2.0,0.0,0.35,0.19,0.0,1.0,1.0,0.0,16.83,13.0,12.91,2.0,0.12,0.0,0.0,0.66,0.65,0.65
847574484768808481580,2023,Mcmichael-Kuznetsov-Wilson,WSH,line,5on5,2,1284.0,3.0,0.22,0.43,0.4,6.91,0.36,0.47,1.86,0.26,4.26,2.78,0.36,0.34,0.33,7.0,3.0,6.0,16.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,7.0,10.0,2.0,7.0,11.0,10.0,4.0,9.0,9.0,1.0,0.0,0.28,0.08,0.0,0.0,0.0,0.0,14.92,10.0,9.43,3.0,0.1,0.0,0.0,0.46,0.43,0.42,11.64,1.31,0.7,2.82,0.35,5.61,4.21,1.28,1.38,1.35,11.0,4.0,6.0,21.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,11.0,15.0,3.0,9.0,16.0,3.0,3.0,4.0,10.0,3.0,2.0,0.28,0.44,0.58,0.0,0.0,0.0,22.25,15.0,15.79,2.0,0.15,0.3,0.3,1.15,1.23,1.2
84773848479976,2023,Valimaki-Brown,ARI,pairing,5on5,2,610.0,12.0,0.11,0.09,0.11,1.61,0.1,0.06,0.31,0.04,0.64,0.85,0.1,0.11,0.11,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.08,2.0,2.06,2.0,0.01,0.0,0.0,0.11,0.12,0.12,11.74,0.8,0.72,3.58,0.46,6.17,4.27,0.77,0.77,0.74,11.0,5.0,5.0,21.0,0.0,2.0,0.0,1.0,0.0,9.0,4.0,11.0,16.0,0.0,0.0,9.0,7.0,1.0,2.0,13.0,2.0,1.0,0.39,0.19,0.21,0.0,0.0,0.0,20.6,16.0,15.85,0.0,0.15,0.32,0.32,0.63,0.61,0.6
847403784779568478401,2023,Van Riemsdyk-Zacha-Pastrnak,BOS,line,5on5,2,763.0,6.0,0.78,0.76,0.63,3.56,0.32,0.21,1.12,0.14,1.84,1.37,0.31,0.29,0.29,2.0,3.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,1.0,2.0,6.0,6.0,0.0,3.0,4.0,0.0,1.0,0.09,0.0,0.22,0.0,0.0,0.0,15.36,5.0,4.69,1.0,0.04,0.0,0.0,0.36,0.34,0.33,2.39,0.09,0.09,0.56,0.07,1.06,1.13,0.09,0.09,0.09,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,9.0,2.0,1.0,2.0,3.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,5.06,3.0,2.96,0.0,0.02,0.0,0.0,0.11,0.11,0.11
84784698479345,2023,Chabot-Chychrun,OTT,pairing,5on5,3,2883.0,3.0,0.47,0.42,0.44,21.78,1.46,1.28,5.71,0.7,11.89,8.96,1.45,1.48,1.47,22.0,8.0,11.0,41.0,4.0,0.0,0.0,0.0,0.0,12.0,14.0,18.0,26.0,8.0,17.0,20.0,13.0,5.0,6.0,25.0,4.0,1.0,0.64,0.53,0.28,2.0,2.0,0.0,41.88,30.0,31.13,4.0,0.26,0.0,0.0,1.72,1.74,1.73,27.11,1.65,1.74,7.54,1.01,14.85,11.21,1.62,1.62,1.59,25.0,13.0,19.0,57.0,4.0,1.0,0.0,2.0,1.0,13.0,17.0,21.0,34.0,10.0,23.0,26.0,20.0,3.0,10.0,29.0,9.0,0.0,0.66,0.98,0.0,1.0,3.0,0.0,55.21,38.0,37.05,5.0,0.36,0.1,0.1,1.91,1.88,1.86
84712748478136,2023,Middleton-Goligoski,MIN,pairing,5on5,2,1455.0,4.0,0.33,0.36,0.32,7.22,0.65,0.5,1.85,0.24,3.57,3.19,0.65,0.66,0.66,8.0,2.0,6.0,16.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,8.0,10.0,2.0,4.0,10.0,12.0,3.0,4.0,6.0,4.0,0.0,0.14,0.51,0.0,0.0,0.0,0.0,16.06,10.0,10.02,3.0,0.11,0.0,0.0,0.76,0.76,0.76,15.37,1.33,1.12,3.83,0.5,8.13,6.09,1.3,1.32,1.3,16.0,5.0,7.0,28.0,3.0,0.0,0.0,1.0,0.0,9.0,8.0,13.0,18.0,0.0,0.0,18.0,6.0,7.0,3.0,14.0,6.0,1.0,0.43,0.65,0.25,1.0,1.0,1.0,27.8,21.0,20.9,2.0,0.23,0.0,0.0,1.56,1.55,1.52
847885684800128483808,2023,Kuzmenko-Pettersson-Garland,VAN,line,5on5,3,944.0,8.0,0.51,0.57,0.57,8.99,0.91,0.61,2.29,0.3,4.75,3.15,0.89,0.93,0.91,8.0,4.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,5.0,4.0,7.0,11.0,3.0,4.0,7.0,5.0,0.0,7.0,8.0,4.0,0.0,0.23,0.68,0.0,0.0,1.0,0.0,13.08,12.0,12.05,4.0,0.13,0.39,0.39,0.65,0.67,0.66,7.21,0.86,0.53,1.63,0.23,3.4,2.34,0.78,0.85,0.77,7.0,2.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,6.0,8.0,0.0,0.0,9.0,12.0,1.0,3.0,5.0,3.0,1.0,0.22,0.36,0.28,1.0,0.0,0.0,10.13,9.0,9.13,2.0,0.11,0.35,0.35,0.62,0.62,0.6
847519384774258479525,2023,Tatar-Colton-Wood,COL,line,5on5,3,961.0,11.0,0.18,0.33,0.35,6.09,0.2,0.26,1.4,0.19,3.15,2.8,0.2,0.22,0.21,5.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,8.0,0.0,0.0,7.0,9.0,1.0,0.0,7.0,1.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,12.48,8.0,8.42,0.0,0.05,0.0,0.0,0.25,0.27,0.27,10.81,0.88,0.73,2.4,0.32,6.41,4.25,0.87,0.83,0.82,10.0,5.0,9.0,24.0,1.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,14.0,1.0,2.0,9.0,4.0,1.0,0.0,10.0,5.0,0.0,0.32,0.56,0.0,0.0,1.0,0.0,22.9,15.0,14.4,0.0,0.15,0.0,0.0,1.03,0.97,0.96
847750084784458481601,2023,Barzal-Horvat-Holmstrom,NYI,line,5on5,2,1409.0,3.0,0.54,0.7,0.68,18.75,1.09,1.05,4.94,0.57,10.13,7.22,1.07,1.06,1.05,18.0,7.0,10.0,35.0,0.0,0.0,0.0,1.0,0.0,20.0,4.0,18.0,25.0,2.0,4.0,15.0,7.0,6.0,9.0,22.0,2.0,1.0,0.6,0.27,0.22,0.0,0.0,0.0,35.21,25.0,25.23,3.0,0.22,0.0,0.0,1.31,1.27,1.25,9.41,0.94,0.7,2.4,0.3,4.47,3.19,0.93,0.96,0.95,8.0,4.0,3.0,15.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,8.0,12.0,3.0,6.0,10.0,11.0,1.0,7.0,9.0,1.0,2.0,0.31,0.16,0.47,0.0,0.0,0.0,15.02,12.0,11.97,3.0,0.15,0.04,0.04,1.05,1.07,1.06
847569284774518478864,2023,Kaprizov-Hartman-Zuccarello,MIN,line,5on5,3,1856.0,3.0,0.38,0.5,0.44,12.34,0.92,0.57,2.84,0.39,5.36,5.92,0.92,0.97,0.96,11.0,5.0,12.0,28.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,10.0,15.0,4.0,11.0,11.0,6.0,3.0,5.0,11.0,5.0,0.0,0.23,0.69,0.0,0.0,1.0,0.0,28.91,16.0,16.29,3.0,0.12,0.0,0.0,1.03,1.09,1.08,14.91,1.48,1.06,3.5,0.48,7.76,5.71,1.48,1.44,1.44,17.0,3.0,8.0,28.0,3.0,2.0,0.0,1.0,0.0,5.0,9.0,14.0,17.0,4.0,11.0,20.0,15.0,7.0,5.0,14.0,4.0,2.0,0.43,0.43,0.62,2.0,0.0,1.0,27.67,20.0,19.7,5.0,0.22,0.41,0.41,1.29,1.24,1.24
847883184789048479066,2023,Lomberg-Stenlund-Lorentz,FLA,line,5on5,3,1059.0,9.0,0.62,0.52,0.61,9.48,0.82,0.7,2.35,0.38,5.57,4.18,0.81,0.84,0.83,12.0,2.0,3.0,17.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,12.0,14.0,2.0,4.0,15.0,7.0,2.0,4.0,11.0,2.0,1.0,0.27,0.21,0.34,0.0,0.0,0.0,17.28,14.0,14.27,3.0,0.14,0.34,0.34,0.62,0.65,0.64,5.91,0.51,0.44,1.64,0.24,3.66,2.51,0.51,0.47,0.47,5.0,4.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,9.0,3.0,6.0,5.0,6.0,1.0,5.0,6.0,3.0,0.0,0.19,0.32,0.0,0.0,0.0,0.0,15.41,9.0,8.59,4.0,0.1,0.0,0.0,0.6,0.56,0.56
84800358482671,2023,Power-Jokiharju,BUF,pairing,5on5,3,2151.0,5.0,0.58,0.49,0.47,17.5,1.87,1.21,4.37,0.64,8.52,6.38,1.83,1.85,1.81,19.0,4.0,13.0,36.0,2.0,2.0,0.0,0.0,0.0,13.0,6.0,17.0,21.0,3.0,6.0,14.0,8.0,4.0,6.0,16.0,4.0,3.0,0.49,0.59,0.8,1.0,0.0,1.0,35.16,23.0,22.7,2.0,0.25,0.36,0.36,1.77,1.73,1.71,19.75,1.38,1.17,5.61,0.62,9.93,7.29,1.36,1.45,1.43,18.0,8.0,12.0,38.0,1.0,3.0,1.0,0.0,0.0,17.0,5.0,17.0,25.0,4.0,8.0,21.0,18.0,6.0,8.0,20.0,4.0,2.0,0.34,0.58,0.46,0.0,1.0,0.0,40.29,26.0,27.13,2.0,0.24,0.65,0.65,0.97,1.01,1.0
84779488481546,2023,Sanheim-York,PHI,pairing,5on5,3,2312.0,3.0,0.63,0.57,0.62,24.91,2.25,1.55,6.07,0.85,13.11,10.16,2.22,2.3,2.27,23.0,11.0,9.0,43.0,0.0,3.0,0.0,1.0,0.0,18.0,12.0,23.0,34.0,4.0,8.0,22.0,3.0,1.0,4.0,26.0,5.0,3.0,0.9,0.58,0.77,0.0,0.0,0.0,45.05,34.0,35.3,3.0,0.32,0.28,0.28,2.3,2.35,2.32,15.54,1.34,0.89,4.06,0.49,8.14,6.07,1.31,1.3,1.27,14.0,7.0,12.0,33.0,1.0,1.0,0.0,2.0,0.0,10.0,7.0,13.0,20.0,6.0,10.0,25.0,18.0,4.0,5.0,15.0,5.0,1.0,0.37,0.64,0.33,1.0,0.0,0.0,31.74,21.0,20.33,4.0,0.19,0.13,0.13,1.4,1.35,1.32
847169984780288481186,2023,Cogliano-Olofsson-O'Connor,COL,line,5on5,2,621.0,5.0,0.39,0.6,0.58,5.02,0.25,0.29,1.31,0.17,2.88,2.1,0.25,0.26,0.26,3.0,4.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,1.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,11.94,7.0,7.02,1.0,0.06,0.0,0.0,0.31,0.32,0.32,3.82,0.39,0.32,0.83,0.11,1.92,1.44,0.38,0.37,0.36,4.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,4.0,7.0,2.0,0.0,4.0,0.0,1.0,0.17,0.0,0.22,1.0,0.0,0.0,7.87,5.0,5.0,0.0,0.07,0.0,0.0,0.45,0.44,0.43
84769238478500,2023,Provorov-Severson,CBJ,pairing,5on5,2,696.0,8.0,0.56,0.45,0.48,8.48,0.92,0.48,2.13,0.32,4.75,3.42,0.87,0.86,0.82,10.0,2.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,9.0,11.0,0.0,0.0,5.0,2.0,3.0,4.0,9.0,2.0,1.0,0.33,0.26,0.33,0.0,1.0,0.0,12.22,12.0,11.24,2.0,0.1,0.0,0.0,1.02,0.96,0.91,9.74,0.73,0.49,2.13,0.32,4.97,4.37,0.72,0.79,0.79,10.0,3.0,3.0,16.0,1.0,0.0,0.0,1.0,1.0,4.0,6.0,9.0,12.0,1.0,2.0,5.0,1.0,1.0,0.0,9.0,4.0,0.0,0.27,0.46,0.0,0.0,1.0,0.0,17.29,13.0,13.96,0.0,0.1,0.0,0.0,0.83,0.9,0.89
84800498480145,2023,Samberg-Pionk,WPG,pairing,5on5,3,1908.0,6.0,0.46,0.58,0.45,10.09,0.74,0.62,2.39,0.33,5.09,4.83,0.74,0.76,0.76,8.0,6.0,17.0,31.0,1.0,0.0,0.0,1.0,0.0,8.0,4.0,7.0,13.0,8.0,19.0,14.0,8.0,2.0,5.0,10.0,3.0,1.0,0.13,0.33,0.29,0.0,1.0,0.0,30.97,14.0,14.06,5.0,0.13,0.0,0.0,0.87,0.89,0.89,11.31,0.87,0.79,3.05,0.42,6.99,4.89,0.85,0.9,0.88,13.0,4.0,5.0,22.0,0.0,1.0,0.0,1.0,0.0,8.0,7.0,13.0,17.0,7.0,17.0,18.0,13.0,3.0,5.0,14.0,2.0,1.0,0.4,0.19,0.27,0.0,0.0,0.0,21.99,17.0,17.17,4.0,0.16,0.27,0.27,0.76,0.78,0.77
84752338476875,2023,Matheson-Savard,MTL,pairing,5on5,3,1884.0,4.0,0.5,0.36,0.43,11.71,0.84,0.72,3.12,0.35,5.53,4.45,0.84,0.84,0.84,10.0,5.0,3.0,18.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,9.0,14.0,8.0,24.0,12.0,19.0,2.0,4.0,11.0,4.0,0.0,0.28,0.57,0.0,0.0,1.0,0.0,18.24,15.0,15.22,4.0,0.15,0.0,0.0,1.0,1.0,1.0,13.71,0.84,1.02,3.14,0.47,8.61,5.91,0.83,0.84,0.83,14.0,6.0,12.0,32.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,14.0,20.0,6.0,18.0,12.0,9.0,6.0,10.0,17.0,3.0,0.0,0.49,0.35,0.0,0.0,0.0,0.0,32.51,20.0,19.84,4.0,0.21,0.01,0.01,1.05,1.04,1.03
84772448480058,2023,Joseph-Ruhwedel,PIT,pairing,5on5,3,1309.0,9.0,0.71,0.53,0.58,13.17,1.16,0.83,3.24,0.43,7.1,5.24,1.13,1.26,1.22,9.0,9.0,5.0,23.0,0.0,2.0,0.0,0.0,0.0,10.0,6.0,9.0,18.0,1.0,2.0,9.0,4.0,3.0,3.0,14.0,3.0,1.0,0.52,0.43,0.21,0.0,0.0,0.0,25.23,18.0,19.63,2.0,0.17,0.35,0.35,0.98,1.03,1.02,9.5,0.49,0.6,2.31,0.3,5.31,3.99,0.48,0.46,0.46,10.0,3.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,10.0,13.0,0.0,0.0,12.0,2.0,5.0,3.0,11.0,2.0,0.0,0.32,0.17,0.0,0.0,0.0,0.0,18.58,13.0,12.3,1.0,0.12,0.0,0.0,0.61,0.57,0.57
847516684757148477939,2023,Jarnkrok-Tavares-Nylander,TOR,line,5on5,2,681.0,7.0,0.86,0.68,0.72,13.71,1.07,0.91,4.0,0.42,6.95,4.64,1.04,1.05,1.02,11.0,7.0,5.0,23.0,2.0,4.0,0.0,0.0,0.0,5.0,7.0,9.0,16.0,0.0,0.0,10.0,2.0,1.0,0.0,14.0,3.0,1.0,0.37,0.34,0.37,1.0,1.0,0.0,22.27,18.0,17.46,0.0,0.19,0.6,0.6,0.67,0.64,0.63,4.93,0.17,0.26,1.12,0.14,2.93,2.38,0.17,0.17,0.17,7.0,0.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,6.0,0.0,0.0,5.0,9.0,2.0,2.0,7.0,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,11.27,7.0,6.93,2.0,0.05,0.0,0.0,0.22,0.23,0.22
84745788477969,2023,Pettersson-Karlsson,PIT,pairing,5on5,3,2705.0,4.0,0.5,0.49,0.46,26.12,2.41,1.81,6.77,0.91,13.92,10.18,2.37,2.44,2.4,26.0,10.0,13.0,49.0,2.0,3.0,0.0,3.0,0.0,14.0,14.0,24.0,34.0,2.0,4.0,34.0,13.0,8.0,4.0,29.0,4.0,3.0,0.93,0.6,0.88,1.0,1.0,0.0,51.21,36.0,37.19,1.0,0.38,0.34,0.63,2.16,2.19,2.16,30.24,2.43,2.08,7.6,1.11,16.73,12.05,2.24,2.42,2.22,31.0,11.0,8.0,50.0,1.0,6.0,1.0,0.0,1.0,17.0,17.0,30.0,41.0,1.0,2.0,16.0,17.0,4.0,6.0,35.0,4.0,3.0,0.89,0.59,0.95,0.0,0.0,1.0,48.52,42.0,40.6,3.0,0.43,1.19,1.19,1.68,1.67,1.62
847181784793938480144,2023,Gregor-Kampf-Reaves,TOR,line,5on5,3,1136.0,10.0,0.33,0.33,0.39,9.67,1.01,0.55,2.89,0.35,4.95,3.25,0.98,0.97,0.95,9.0,4.0,1.0,14.0,0.0,3.0,0.0,1.0,0.0,5.0,4.0,9.0,13.0,3.0,12.0,7.0,15.0,1.0,2.0,10.0,1.0,2.0,0.23,0.09,0.69,0.0,0.0,0.0,13.37,13.0,12.25,0.0,0.12,0.74,0.74,0.38,0.36,0.36,15.52,2.07,1.02,3.96,0.56,7.07,5.32,1.92,2.17,2.01,11.0,9.0,8.0,28.0,2.0,4.0,0.0,2.0,0.0,6.0,6.0,9.0,18.0,3.0,12.0,12.0,13.0,2.0,0.0,10.0,8.0,2.0,0.24,0.97,0.85,1.0,1.0,0.0,28.45,20.0,20.24,0.0,0.22,1.1,1.1,1.19,1.25,1.23
847740984774938478542,2023,Verhaeghe-Barkov-Rodrigues,FLA,line,5on5,2,1071.0,3.0,0.89,0.66,0.68,10.55,1.36,0.77,2.2,0.33,6.0,4.34,1.26,1.41,1.31,12.0,3.0,6.0,21.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,11.0,14.0,7.0,14.0,11.0,5.0,3.0,4.0,9.0,4.0,2.0,0.29,0.48,0.59,0.0,0.0,1.0,20.75,15.0,14.82,2.0,0.16,0.36,0.36,1.15,1.18,1.16,5.38,0.17,0.23,1.87,0.17,2.7,1.86,0.17,0.17,0.16,4.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,7.0,5.0,10.0,14.0,8.0,2.0,3.0,7.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,11.36,7.0,7.09,2.0,0.05,0.0,0.0,0.21,0.21,0.21
