Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2024,"LAA",1138,0.086994727,0.272407732,0.319354838,0.203574975,0.286467486,0.322740814,0.6092083,0.119165839,0.262848751,98.63870922093498,-35.31142343218221,0.2724554481061803,72.6833448893021
2024,"BAL",1397,0.083035075,0.204724409,0.405594405,0.278135048,0.340272792,0.511254019,0.851526811,0.233118971,0.308196721,220.70485802472774,56.26871099801009,0.3606226916704528,138.21348528500334
2024,"BOS",1239,0.076674737,0.246166263,0.311475409,0.260444444,0.319320937,0.437333333,0.75665427,0.176888889,0.319391634,160.51435160810826,14.675850415478914,0.32499763381665164,105.55781204598883
2024,"CHW",1334,0.06071964,0.251874062,0.241071428,0.215622457,0.266917293,0.332790886,0.599708179,0.117168429,0.269714285,105.60823725219454,-51.41239276472839,0.2633352108787468,66.86916974654082
2024,"CLE",1215,0.069135802,0.190946502,0.362068965,0.217153284,0.285832642,0.351277372,0.637110014,0.134124088,0.245508982,113.0685511674441,-29.944991164311073,0.2805754195028608,81.03428085690153
2024,"DET",1772,0.081828442,0.24322799,0.336426914,0.233375156,0.301641199,0.385194479,0.686835678,0.151819323,0.287488908,192.9144818567654,-15.661647371111266,0.29983833925523995,94.14016177297685
2024,"KCR",1395,0.061648745,0.201433691,0.306049822,0.238618524,0.291276135,0.400313971,0.691590106,0.161695447,0.271784232,150.24770909393314,-13.953024694378344,0.29869460168084655,87.74979084895391
2024,"MIN",1729,0.089068825,0.217466743,0.409574468,0.247851949,0.331594202,0.419695968,0.75129017,0.171844019,0.293636363,227.71404733005187,24.199302727908144,0.32833812267883966,114.30486593718096
2024,"NYY",1202,0.100665557,0.217970049,0.461832061,0.266792809,0.344481605,0.485335856,0.829817461,0.218543047,0.303070761,184.74242863798005,43.259072355865065,0.3551217042097524,132.32870334468194
2024,"OAK",1732,0.096420323,0.242494226,0.397619047,0.243172951,0.322543352,0.395318595,0.717861947,0.152145644,0.29916123,209.82840581287593,5.960541353122856,0.3150763355657139,107.89790067822494
2024,"SEA",1289,0.088440651,0.284716834,0.310626702,0.211504424,0.303432137,0.348672566,0.652104703,0.137168142,0.281420765,131.2715832091514,-20.452248943632465,0.2908927861650629,93.5828722589019
2024,"TBR",1447,0.082239115,0.245335176,0.335211267,0.214953271,0.294321329,0.348130841,0.64245217,0.13317757,0.267916207,138.93906140715396,-31.382416579718253,0.2840006425148911,87.06300119623383
2024,"TEX",1245,0.079518072,0.212048192,0.375,0.224183583,0.290763052,0.353927625,0.644690677,0.129744042,0.263095238,119.86309576003265,-26.681645147815242,0.28417716132760146,82.9558517551198
2024,"TOR",1753,0.086138049,0.206503137,0.417127071,0.249679075,0.323226544,0.400513478,0.723740022,0.150834403,0.29285099,214.1436447481454,7.803941285127408,0.3163137121484914,106.74754027706584
2024,"ARI",1019,0.095191364,0.208047105,0.457547169,0.232505643,0.315893385,0.383747178,0.699640563,0.151241535,0.275602409,116.32975505936152,-3.613289908587861,0.30652360009392454,95.3016668748376
2024,"ATL",1265,0.083003952,0.24347826,0.34090909,0.243195785,0.309825673,0.415276558,0.725102231,0.172080773,0.289141414,152.2948565461953,3.395983254285591,0.3141843604074942,100.014081228896
2024,"CHC",1654,0.102781136,0.22490931,0.456989247,0.231193926,0.318374772,0.403036576,0.721411348,0.17184265,0.274131274,200.07577037757034,5.389022215658363,0.31486493671948923,103.52300127856489
2024,"CIN",1403,0.073414112,0.26728439,0.274666666,0.215981012,0.286733238,0.362341772,0.64907501,0.14636076,0.273255813,135.96517229888775,-29.177214443048456,0.28507594202245984,76.43871268363819
2024,"COL",1294,0.075734157,0.28748068,0.26344086,0.236503856,0.300389105,0.384747215,0.68513632,0.148243359,0.314694408,139.06512334667966,-13.247241902119658,0.2981921493075788,77.84272271428534
2024,"MIA",1475,0.068474576,0.23118644,0.296187683,0.238450074,0.29720518,0.394932935,0.692138115,0.156482861,0.285714285,159.8005101410122,-13.816753183546522,0.29986863222781474,89.21842279664905
2024,"HOU",1345,0.075092936,0.194795539,0.385496183,0.27086743,0.330603127,0.456628477,0.787231604,0.185761047,0.303063457,188.6192329743877,30.30383014623076,0.3382417535532021,122.55678359103743
2024,"LAD",993,0.103726082,0.216515609,0.479069767,0.249425287,0.332995951,0.439080459,0.77207641,0.189655172,0.291866028,135.4296385242779,18.546965655608858,0.3325871666475218,116.0654813375417
2024,"MIL",1596,0.09085213,0.238095238,0.381578947,0.268019594,0.34086629,0.431070678,0.771936968,0.163051084,0.331337325,220.3495363421799,32.48977209404723,0.3359801688932952,115.76441070481188
2024,"WSN",1599,0.084427767,0.212632895,0.397058823,0.23997185,0.310258023,0.374384236,0.684642259,0.134412386,0.283412322,174.6951323745237,-13.517751731218251,0.30048649360673574,92.55575621600238
2024,"NYM",1634,0.097919216,0.243574051,0.40201005,0.227839335,0.313917841,0.372576177,0.686494018,0.144736842,0.281872509,183.26649068522914,-9.066125092621055,0.3039642959156235,98.65079223409921
2024,"PHI",1156,0.085640138,0.223183391,0.38372093,0.242981606,0.315151515,0.396902226,0.712053741,0.15392062,0.288384512,136.0063910031619,-0.06246079561089912,0.31074394740992123,98.53518775211674
2024,"PIT",1715,0.089212827,0.223906705,0.3984375,0.23713355,0.310747663,0.371335504,0.682083167,0.134201954,0.288014311,185.93785500340312,-15.92899692989738,0.29942015703122987,89.30050253690825
2024,"STL",1353,0.079083518,0.228381374,0.346278317,0.24386252,0.311621021,0.380523731,0.692144752,0.136661211,0.295119182,152.09684167695215,-7.1602141048295485,0.3043884783762473,95.84535023467238
2024,"SDP",1416,0.069915254,0.17019774,0.410788381,0.276131045,0.334754797,0.436817472,0.771572269,0.160686427,0.308457711,193.5012119893394,26.828639197763046,0.33441183820069686,118.91201310804207
2024,"SFG",1435,0.079442508,0.221602787,0.358490566,0.242097147,0.306778476,0.390902081,0.697680557,0.148804934,0.290526315,161.1682690686297,-7.740729487805403,0.3042606316527733,97.01223307629873
